,username,tweet,likes_count,label
544205,_bayaraag,Eej had unguruud.. (@ Зуунмод хот) [pic]:  http://4sq.com/1cT1zbY ,0,1
544211,khaidarzorig,"Бидэнд хамаатай юу? Ф- “@drunktwi: Водка создана для того, чтобы русские не правили миром.”",0,1
544262,saritamgl,Zarim neg populist uls torchdoos unendee zalxjinaa. Xuviin PR xiichxiimaa iim tom asuudlaar chin arai ch dee. #уулуурхай,0,1
544364,aagii_e,Alivaa club iin fanat aar togloltiig ni tailbarluulah shig teneg ym baihgui #c1 #chehul,0,1
544472,nandinshuteen,Ene neg balai xurdan morinii uraldaan ginnes ene teree bolioch ee.sonsoxoos xachin sanagdaad baixiin zugeer,0,1
544544,uugnbtr,"""@Bymbasa: Ханиа зөв сонговол хамгийг сонголоо гэсэн үг,хан хорвоод ханагар тэнэгэр хав бахтай явахын хамаг эхлэл хань болой""",0,1
544672,picartotulgaa,@Not1Doll oon,1,1
544673,picartotulgaa,@Not1Doll hen,0,1
544693,enkhchimeg4,Shunal nadad ylahiig zaaj Teneglel namaig uhaaruulj Uzen ydalt namaig hairlahad hurgedeg,0,1
544702,1121angelaa,@ShinebatB хэхэ за арай ч дээ.,1,1
544907,munkhenkh,"Ухаантай хvн хvний алдаанаас суралцдаг, Ухаангvй хvн еерийн алдаанаас суралцдаг, Тэнэг хvн хэзээч засардаггvй алдсаар л байдаг гэнэ дээ...",0,1
544936,biligb,Ээлжит томилолт. Увсан ээмаг pic.twitter.com/rQHx8zDatJ,2,1
545007,enkhbatvision,@nickname888 Улсад нь тийм евчтэй хvн нэвтрэх биш улсынх нь тийм евчтэй хvний эрхийг боож бгаа нь #ТэнэгЖурам,0,1
545008,enkhbatvision,"Гэрлэлт батлуулахад сvрьэ, ДОХ-ын шинжилгээ авчир гэнэ.  Сvрьеэтэй хvн гэрлэж болохгvй гэсэн vгvv? #ТэнэгЖурам",0,1
545009,enkhbatvision,Хvvхдэд терсний гэрчилгээ авахад ерхийн эмчийн эрvvл бойжиж бга тодорхойлолт гэнэ. Эрvvл бус бойжиж бгаа бол гэрчилгээ егехгvй? #ТэнэгЖурам,0,1
545123,zoljargal_s,@Uulee976 өнгөрсөн жил сонгууль болсон болохоор тэгж өсдөг. 16 онд ахиад тэнэг өснө,0,1
545131,tsegylicious,"@Uulee976 utgagui yum aa. arai ch dee,,, 8-9 sayaar bolomjiin suudliin tereg awaad unachinna sht. getel ... hmmm",0,1
545523,mglbayas,@tuvshinbat19 шүлс гоожооол бгаам даа,0,1
545803,enebish1,@windy_ts Арай ч дээ үгүй л байх гэж найдъя...,0,1
545976,gub_1981,@best1aim тэр юу ч биш нисэхийн шинэ зам онгоцоор явж бгаам шиг болсон бнлээ.,0,1
545984,gub_1981,Тэнэг юманд донтчихлоо шvv.пасебvvкийн тетрис ранг нь хамгийн дээд тал нь хэд хvрдэг болоо vзсэн хvн бн уу.,0,1
546104,bold_7,Виа Нvvрном. Vгvй бол чи тэнэг. pic.twitter.com/mcrmxojyIh,2,1
546280,enkhjinu,#Melona (@ Orgil Supermarket)  http://4sq.com/149ZZt1 ,0,1
546364,enkhbatvision,Ер нь жил болгон 350 саяар цэцэг тарьсан ч яадийн. Тэрбумаар нь vрдэг бусад тэнэг зардлаа л хянахаа бодвол таарна. Ийм сайхан хотод амьдрий,3,1
546556,tugoldort,Вива гээд сайхан хотхон яаж овоо Яармагт баригдсан юм. Хотын тевдее бсан бол балай бхгуй юу. Нисэх Яармаг талруугаа хvн машин шавнадаа. #гое,0,1
546565,monhzul3,@Tsatsaa7 @gt1174 heden huviar nemj baigaa n bas sonin. Inflation.d darluulaad bolovsroliin salbar ch bs hestuu l bdg shd.,0,1
546620,bodgerel,Тээж торуулсэн ачыг тань тэтгэж хариулах завгуй яваа Тэнэгхэн хуу намайгаа тэнгэр ээж минь оршоо оршоо .... Сайхан дуу,0,1
546720,ochbadral,"Тэнэг хүн дутагдлаа зөв болгох гэж ажилладаг бол, цэцэн хүн дутагдлаа засах гэж ажилладаг. Л.Түдэв гуай хэлсэн бх аа?",1,1
546866,dgzorig,@gt1174 Санал нэг,1,1
546869,dgzorig,@gt1174 Гадны том менге татах хамгийн боломжтой салбар манай хувьд хариуцлагатай уул уурхай юм,1,1
546870,dgzorig,"@gt1174 Улс маань менгегvй учир бvх л салбар, мегатеслvvд, дэд бvтцээ хурдан босгох юмсан гэсэн санаа. 2 хершид дарамтлуулахгvй болох",0,1
546873,dgzorig,@gt1174 Ойрын ирээдvйд уул уурхайгаас л том менге босгож бусад салбараа дэмжихээс еер гарц vгvй байх,0,1
546875,dgzorig,"@gt1174 Асуудлын гол нь улс орон менгегvй болж байгаад бна. Ажилгvй менгегvй улс архидаж, евчилж, гэмт хэрэг хийн шоронд орохоос еер аргагvй",0,1
547060,ochbadral,"""Хагацал биш Тэнэглэл
Хайр чинь биш Чи тэрний зугаа""",1,1
547249,enkhbatvision,"Бизнесийн зевлех хvний ажлын онцлог: Захирлуудтай их уулздаг. Монголын компаниудад чадвартай, гол нь сэтгэлтэй ажилтан vнэхээр дутаж бн!",1,1
547292,batnice,БНСУ-н Инчеон хотын скаутын холбооны төлөөлөгчид солилцооны хатөлбөрөөр манай улсад ирээд бна. #ягодоо танилцаж бна pic.twitter.com/RcIot1EDug,2,1
547512,munkhenkh,Гэм зэмгvй явж байгаад хардалтанд ертех гэж... ТЭНЭГ хvн тэнэг л байх юм даа...,0,1
547530,tumurkhuyagkh,"Ene park unen teneg yum aa. Uudneesee   4 nastai xuuxded bagtsiin bilet sanal bolgood, oroxoor toglox toloom bxgui.",0,1
547570,santoapartment,Хаха би ч бас муу шоколад “@Bilgee_N: Uug chiklat goy l doo gehdee bi candy crush togloj ehelseneesee hoish chiklatiig uzen yaddag bolson”,0,1
548100,tulgaberry,Ээж болох гэж буй найздаа бэлэглэх торт ингэнээ. Хаха ---> pic.twitter.com/1basQyOEtQ,0,1
548570,jambolawyer,Голынх нь Ж.Оджаргал ерөнхийлөгч! Мундаг хүн шүү! pic.twitter.com/Yot1gmoVMn,0,1
548712,namuun8e,@gt1174 догдлоод л бхыг бодвол нэг юм мэдээд ч бгаам шиг сайн мэдку бна :р,2,1
548732,namuun8e,#ff @01mgl @bachka_niciton @GANBATU @gt1174 @ganxvv @N_Tsogjavkhlan @mandymandakh @N_Mjargal,1,1
548761,santoapartment,@atboshan Чи ечигдер балай авна гэсэн яасан,1,1
548771,namuun8e,@XooCoH ккк эруул бснаа тгэхээр балайн,0,1
548954,santoapartment,Тэнэг хар ялаа.,1,1
549030,namuun8e,Хардах гэдэг чин шал тэнэгийн,0,1
549048,d7l77,“@GankhulugBTS: @d7L77 tm yum bile” Тэр нь балайын?,0,1
549088,tulgaberry,Энэ ask.fm гэж балай юм байнаа. Хэн хэн юу асуусан нь нэг илэрчээсэй!!! Хаха,0,1
549158,bold_7,"1969 onii yag ene udur The Beatles hamtlag nuguu aldart zuragaa daruuljee.:) the Beatles, the 8th of August,1969 pic.twitter.com/SAKTNn9T1H",1,1
549293,enkhbatvision,Стратегийн ордын 34% эзэмшинэ гэдэг хуулиар бол шинээр том ордод херенге оруулах бvрт Монгол Улс еренд орсоор л бх бно. Тэнэг эх орончид!,0,1
549424,enkhbatvision,@ganhuyag @Sharavjamts_Ts @Khasbaatar_T Тэгж тэнэг санаа гаргаж цацаж эхэлснийг нь шvvмжилж зогсоохын оронд улам ихийг амлан тараасан нь хэн,0,1
549457,t_beack,“@DavK_Ts: Унтана гэдэг чинь утсаа нvvрэндээ шаачаад хэвтэхийг хэлэхгvйэ :))” tegeed nuuren deer unax n unen teneg,1,1
549476,haliun_87,Нэр цэвэр хvний сэтгэл тэнэгэр шдээ !!!,0,1
549521,prvlhm,"@6ilguun өө бүх нийтээрээ юу, яасан балай юм бэ, интернэт бас тасархийм уу тгд",0,1
549548,enkhbatvision,ОТ-д хувь эзэмших тэнэглэл бхгvй гэж @Baabarniitlelch хэчнээн хэллээ. Одоо тэр 34%ийг есгене нтр гээд цээжээ дэлдэгсэд хаана бна?!,0,1
549571,zhenechka_o,"@MasterAmsterdam @erdemway ну блин!! только когда @xaltanov сказал, что Эрдэм пошляк, перечитав, поняла, о чем вы. Плохо☝😤",0,1
549612,jambolawyer,Юу вэ? кк “@Enkhzaya_B: Зөвхөн 1 давхарын айл л өргөтгөл хийдэг юм биш...ккк  pic.twitter.com/7T1JvwqsMQ””,0,1
549624,enheegem,@Od0226 @gt1174 Haana bna aa,0,1
549631,boloroo86,Solongost best seller bolj bga nom gesen unuuduruus unshij ehlenee bayrlalaa nzdaa pic.twitter.com/y7W4VijUlK,0,1
550074,zhenechka_o,"Создала традицию, каждый раз по дороге в/из Кяхты мы едим мороженое) семья в восторге, я в диком",0,1
550081,asashoryu,@tuvshinbat19 まず今日勝ちました！,1,1
550135,altantulga7,Нар манддагаараа мандана.         Намар болдогдоороо болно.             Найр хурим эхэлдэгээрээ эхлэнэ. Найз нөхөд уулздагаараа уулзана гэж.,0,1
550155,mglbayas,Үйлдвэр хөдөө аж ахуйн яам Шарилжгүй Улаанбаатар аянд нэгдэв... pic.twitter.com/kbMhYNIgT1,1,1
550240,1121angelaa,"1н эр баарнд орж ирээд
-УИХ-ын гишүүд бол хулгайч нар гэжэ 
Гэтэл 1 эр
-Бага доромжлорой
-Өө та УИХ-ын гишүүн үү?
-Үгүй ээ,би хулгайч байна.",0,1
550312,santoapartment,“@AHXAAP1: Хэн нэгэн чамайг шалтгаангүй үзэн ядаж бгаа бол тэр нофшод шалтгааныг нь өг”,0,1
550355,e_gereltod,@OtgonbayarT терийн зохицуулалт хэтэрлээ. сvvлдээ сурагчийн форм болж тэнэгтдэг байна ш дээ,0,1
550406,mongolhumvvn,Амьдрал муу бна гээд хулгай хийдэг юм уу арчаагүйдээ л хийж бга штэ бүх төрлийн хулгайч нарыг бүгдийг нь буудах хэрэгтэй,1,1
550411,mongolhumvvn,Энэ Монголчуудын хулгайч занг яах вэ хурууг нь тайрах хэрэгтэй бна үнэн балай үхэх гэж бгаа юм шиг хүнийг юмыг авах юм,1,1
550688,erdenezaan,"Нэг хүнтэй танилцсан чинь .,.нисдэг тэрэг авбал шинийг аваарай...хуучин нь дэмий шүү гэчихээд яваад өглөө...#балай баян....ха ха",4,1
550689,cowindwhisperer,"""@gt1174: Дажгүй шүү...  pic.twitter.com/UfjyOvGXsj""",1,1
550695,erdenezaan,Тог тасарч тэнэгтхиймаа...,1,1
550857,binderiya19,Дургүй хирнээл үзчээд байхын балай хүүхэн шүү Шин Эри кк pic.twitter.com/yX29gVK7xI,1,1
551144,uchral91,@Not1Doll гайхалтай кино,0,1
551174,chaosmerqq,"Куле нар түүнийг урвагч Пиго(Фигу)-гооc ч илүү үзэн яддагийг cудалгаа батална. ""Тиймээ, Каталанчуудын номер нэг дайcан бол Моу!"" - Эль Мундо",1,1
551195,santoapartment,@abilguunt Neree yu bolgochoow. Balain soliod,0,1
551255,tumee20225997,Ер нь модонд хадаг уяхаар яадаг юм бэ 95 оноос л хойш дэлгэрсэн тэнэгэрлий нэг хэлбэр,0,1
551259,buddhamagnai,@tuvshinbat19 @alagshagai @tsbat_IT Лам гандан 2-оос өөр муулах юм зөндөө байнадөө. Бурханы шашин гэдэг өөрсдийн сэтгэлд байх шиг байгаан,0,1
551274,asashoryu,@gt1174 baigalaaraa tsoonog tavisan yum blee,1,1
551320,altangerelg,"Юун морины уралдаан, гиннес болоод явчиваа. Тэр балай юмных нь үеэр ядаж унаач хүүхэд бүү эндээсэй билээ #Гиннес #Солиорол",0,1
551379,ochbadral,@Not1Doll Нээрээ Алуурчин сүнс үзсэн чинь киноноосоо биш цочиж орилж байгаа хүмүүсээс цочсон ш дээ,0,1
551485,ultrasonic_mn,"@gt1174 

Ер нь бол хумууний нийгмийн гол зорилт нь байх учиртай.",1,1
551608,tsogbadral,Хурган Босс найздаа менге зээлж бна: Дансаа явуул хийчий аль банк вэ? -Хаанбанкны ... тоот данс. Тvй чоорт оюутны банк юмуу? Одоо яахуу?,0,1
551856,gobi_khatnaa,@SmileLife1797 энэ бгууллага хараат болоогүй цагт авилгатай тэмцдэг үлгэр. Тэнэгүүд гэж бодсоор ажилласаар л бх бхдаа,0,1
552009,prvlhm,Хумсалсаар хумсалсаар хулгайч гэнээ тамхичидыг манай ээж ккк,0,1
552194,m_hishigee,@uyanga8888 @GuysMiigaa тхх бүүр балай юм болжиноо,0,1
552401,davaasuper1991,@buubug_anchin cham shig teneguud yaj oilgoh ov doo doodoh yum chib tesehgui omdondoo tavih geed bnuu...,0,1
552420,e_gereltod,@byambjav naizdaa bayar hurgey.,0,1
552421,lmandakh,"Ийм тэнэг Нэвтруулэг бдгаа.""@Nuutsaa: Ёстой КОМ-ст стайлаар ИЙГЛ ТВ тархи угааж бна да ста ХУУЧИРСАН ХӨГИЙН ҮМХИЙ ШОМПООНООР""",0,1
552482,t_beack,Manai TV nuuded bodolgo ntr gej baidguum bx daa yadaj so kinonuudaa boliosoi duusaaad l araas n daxiad neg balai,0,1
552588,ochbadral,Эээ хүүдий арай ч дээ pic.twitter.com/6kKU6JR9ql,1,1
552594,jaagii10,За.нөхдүүд минь Тоса дээр зарж бсан боодог чинь муурны боодог бсан гэнэ шүү. Ямар балай юм вэ,0,1
552660,sharavjamts_ts,@GANBATU thanks:-) @Munkhsukh @MoritonMGL @Unenbayar @Shinebaatar @tsog_khulan @gt1174 @ganaa_gts @sharangad #FFMN,2,1
552865,ikhbayar5,garahdaa bi yum hiigeegui geel. tursniig n haraad demjigchid n umuurch. demii balai yum yarid l heseg l awch ugnu duu. ene hoigur awligachid,0,1
552882,miigaa_ts,"Аа яаяа аягvй зевлесен ... ""@IdertsogtYu: Энхбаяраа одоо биеээ л бод. Улстөржиж тэнэгтэв""",1,1
553005,ochbadral,@Ariunselenge Арай ч дээ. Ингээд л будаа юм бна наад найраа чинь буруу юм бна аа хэхэхэ,0,1
553293,koplfc,Шоргоолжинд үзэн ядагдсан заанд аюул заналхийлж байдаг.,0,1
553412,altangerelg,"@iTulga наадах чинь манай 'хулгайчдад' огт ээлгүй, ивээлгүй хувилбар байна шд",0,1
553467,baagii007,@ShCeveen Харин тиймээ балай юм. Бат уул дарга амлсан ажилуудаа л хийнэ биз юун талбай энэ тэр шальдар бульдар юм хийж явах юм,0,1
553652,sharavjamts_ts,"1 uuchlah ni- uhaan
2 dahia- aguu setgel
3 dahia- teneglel genee:-)",1,1
553839,shirako1257,Just one more! She whispers 😤😏😏 #justonemore #hornybitch #weirdlittleplanet @ Shirako's  http://instagram.com/p/b_lAycNojU/ ,0,1
553865,sharavjamts_ts,@JT1CS harin tiin.dunguj zagasand durlaj ehlej bsan uedee:-) 1996 onii ue bhaa:-)  @baawaa_66,0,1
553924,ochbadral,@khatanoyu @magnai21 хэхэхэ арай ч дээ,0,1
554057,bilgeebb,Төрийн өмчийн хорооны дарга сугарын хул азрага чихшиг ичдэггүй улаан даавуу юугаараа хурдан үрээ авчихдаг бнаа. Хулгайч нүдэлсэн амьсгаа,0,1
554230,odkofirst,@naranzun kkkk. 22 r zuund tiim teneg yum bolohguie.,0,1
554349,orgii,@aldar_51 geswnch tanai huuhed erhiin balai n unenshd.. masha ch yahav..,0,1
554352,orgii,ahiin huuhed gej erhiin balai yim.. hun 11 onii tuuhiin tuhai barimtat kino uzej bhad huuheldein suvag deer tavivhhii..,0,1
554452,bilgeebb,@turiindaisan би нэг клаб нээж балайг нь авах юмсан @boljmor_77,0,1
554524,bilgeebb,@Demchig86 чи тийм гоё дэвэлттэй пизда юу. Чамайг энд ухаантан царайлж шалчигнаж бхад наадах чинь ядаж л наадмаар зодоглоод үзцэн юм байна,0,1
554633,jamiyansenge,@gt1174 @sharangad учир битүү үгс мэдэгч бээр дотоод гадаадд олон бх аваас дотоод самуунг эрхэмлэгч бээр баярлах бус у Даан ч тэр нь би биш!,0,1
554642,jamiyansenge,@sharangad мээдсээн @gt1174 ах намайг хасчихлаа заза сайхан амардаа 2 гүлдгэр минь,0,1
554652,jamiyansenge,@gt1174 яс булаалдаж бгаа юм шиг @sharangad та 2 минь даанчдээ ккк,0,1
554655,jamiyansenge,"@sharangad зусландаа тв р бөх морио үзэж, айраг гүзээлээл сайхан бна хө! @gt1174 Та хэд минь хаагуур наадаж бндаа",0,1
554657,jamiyansenge,@sharangad сайхан наадаж бн уу @gt1174 хаагуур наадаж бн да,1,1
554737,batka_,Талбай дээр ирээгvй бгаа нь тэнэг шvv!!! Монголд хэзээээээ ч ийм юм болж байгаагvй. WOOOOOOOW,7,1
555071,naranzun,@artanyan андуураад Батхүүгийн жулдрааг мэдэх үү тэнэг хээр минь болчих вий дээ..архи аа бага...:-),0,1
555121,uchral91,@Enkh0rgil балайраал,1,1
555147,uchral91,@gt1174 одоохондоо цус хөөрөөд сэтгэл огшоод ингээд байж л байна дөө,0,1
555150,uchral91,@gt1174 сайхан шүү хөө,1,1
555167,daimaa47,@Enyamka husku bn gdg chin bs l chinii husel haha zaza teneg ym bichchlee:-) :-),0,1
555175,cowindwhisperer,"Тэнэглэл vv, Би ойлгохгvй байна уу :) ""@ExploringFacts: Amazing tattoo...  https://twitter.com/ExploringFacts/status/354784560732585984/photo/1 pic.twitter.com/fkxfqoQVAB """,0,1
555193,daimaa47,@JT1CS deed tal n 240. Dood tal n 100 bnlee,0,1
555213,bolortuya15,@NomintsetsegM манай охин энэ Балай рекламыг цээжилчихсэн. Уншаад л бналээ,0,1
555285,mglbayas,@gt1174 тэрийг уншихад заавал босоо бх албагүй...хэвтээгээрээ уншооол,0,1
555287,mglbayas,@gt1174 тэххх....залхуу хүрээдайхйм,0,1
555352,mglbayas,@TsogtgerelB Цогоо гуай та чинь намайг Эбэгээс шагнуулна...бүүр мөрийцнө...тэнэг хүн тэмдэгэнд дуртай гэсэн твийтийг минь хадгалад бсан яав,0,1
555432,ochbadral,@g_amaraa hehehe arai ch dee,0,1
555485,1234uyanga,yor ni yaahaaraa iim ergej urvasan yum hiideg bnaa...setgelee tanij meddeggui hun busdiihiig yaaj meddiiin nuguu 2 ni ch teneg,0,1
555498,gub_1981,@GankhulugBTS тиймээ энэ монголын нутаг казак ч бас монголын нутаг харин ийм тэнэгvvдийн нутаг биш.,0,1
555536,monhzul3,Zovlon uhaantai humuusiig hatuuluulj teneguudiig bulshildag!,0,1
555709,ochbadral,За та нар итгэх үү? Манай дүү энэ автобусны жолооч өөрөө автобусаа ийм болгож!!! Сэтгэл бвал хийж чадна аа гэж РТ pic.twitter.com/5nt1iini8B,5,1
555751,munkh_jargal,Дэмжээд байхаар тэнэгтээд байхымаа АААН!,0,1
555823,jaagii10,@ganbat_com өө ямар балай юм бэ. Ядахнаа 20-30 оноогоор хожигдож болоогүй юм бх да. Аягүй бол 1 багш нь секцнийхээ хүүхдүүдийг аваад явсан,0,1
555846,m_hishigee,"Архинд дуртай нэг залуу найздаа хэлсэн нь: 
-Архиа гэж 
Гудармаар санагдаад л 

Гударч орхино 

Гударсан хойноо 

Гулгих гэж бөөн ажил гэжээ",0,1
555986,monhzul3,Haranhui orcnoosoo iim ih mongo olloo doo. Neg n haranhuid tulhuuree avah gj bgd l unagasan bh. Boon bayraa! pic.twitter.com/t1I5EEeGFx,1,1
556103,orgilbatkhuyag,Тэмка сайд ийм балай юм хийхгуй ээ. Хэхэ,0,1
556343,santoapartment,@bayrt48 yu gd t1teed bgn,0,1
556423,altangerelg,"Угийн тусгаарлагчтай замд дахин хаалт хийх, түүнийгээ будаж мөнгө үрэх цццц. Тусгаарлагч давдаг тэнэгүүдээс болвуу pic.twitter.com/tMoGot1PvX",1,1
556498,desdemona976,@balgaa @ErdenebaatarG shil araichde hetersen bnaaaaa eswl Zgr tahih gj heregledeg bj boloh ym,0,1
556555,pbolortuya,Айлын гэрт хулгай хийж бхдаа баримжаагаа сайн олохын тулд хятадын хулгайч нар анх фенг-шү гэдэг юмыг зохиосон гэнэ лээ хэхэ ;)),5,1
556590,pbolortuya,Бусдад дүр эсгэж хайрлагдсанаас Өөрийнхөөрөө байж үзэн ядагдсан нь дээр К.К ;),3,1
556832,lsolongo20,Элий балай хүмүүс everywhere,0,1
556841,saikhanzaya,"Учрах ёстой хүмүүс учирч, уулзах ёстой хүмүүс  л уулздаг. pic.twitter.com/IQgtY1eYD5",0,1
556905,ulsturchmnsite,Turuus hulgaildag hulgaichid odoo bolih heregtei shuu.,0,1
556978,aldarkhishig,@UndaraaE Тэнэг л байгаа байхгүй юу. :D,0,1
556996,m_zorigt,“@munkhjargalb: @m_zorigt Odoogoor bga medeelel ni. 11 hun ali ulsiin irgen gedeg ni todorhoigui bn.  http://us.flyasiana.com/Global/US/en/homepage?fid=ABOUT14000&cmd=NEWSVIEW&seq=2402 …”,0,1
557124,ineemseglen,Zssss bolij vziiii shal teneg yumnd durlah gd bh shg bn.....stgelee tat...,0,1
557161,pbolortuya,"Шүүгч: Та яагаад заавал тахиаг өндөгтэй нь хулгайлсан юм бэ?
Хулгайч: Эх үрийг салгах гэхээр элэг эмтрээд бсан юмаа ...кк",3,1
557175,pbolortuya,"Бассейнд:
-Та нохой самардаж чадах уу?
-Тэнэгтээдай хазчуул яахын?...kk",1,1
557295,bilgeebb,@mandymandakh Би одоо балай нар жаргаж бүрэнхий болохоор л гармаар санагдаад бх юм. Вампир болж бгаам бх даа,0,1
557432,orgilbatkhuyag,@Maralbugaa @3ugu @uyanga8888 @baatarkhuu5 ene uyanga yas yuman dr sahaltai bgaa da eruu n hohrood tegd ingej ih uzen yaddiin gesen,0,1
557433,cowindwhisperer,"Нисдэг БААБА ""@uyanga8888: “@batamgalanbayar: @uyanga8888 японы жоом ч бас л нүдэнд хүйтэн дээ ядаж байхад нисэж тэнэгтэнэ:))”
Хахаха яаааг""",0,1
557522,bilgeebb,@gundegmaa07 залуучуудаа яаж архинд живүүлсэнээ хараг хулгайч нүдэлсэн хогнууд,1,1
557569,orgilbatkhuyag,@CHoiBattulga @R_Amaraa зоног балай овгон одоо байтлаа яааж наадахыг заах нь,0,1
557573,pbolortuya,Найзуудаас үлдсэн хамгийн сайхан дурсамжууд минь бидний хамгийн тэнэгтэж бсан үеүүд байдаг ;-))),2,1
557599,orgilbatkhuyag,@uyanga8888 юун тэнэг гж,0,1
557846,santoapartment,“@Lhagva6: Архины халуун насны халуунтай нийлвэл Асар олон тэнэг хэрэг гардаг гэж...Залуус минь энэ шингэн чөтгөрөөс л хол яваарай!!!”,1,1
557872,orgil100,@aynur_111 естой тэнэг едер уудаг болжээ чи,0,1
558034,chingarid,Oros-n duma manaikhtai adilkhan zavsarladag yum bainashd. Sonin l yum. “@rianru: Госдума завершила весеннюю сессию  http://bit.ly/18Asuqb ”,0,1
558046,orgil100,Ийм сайхан едерийн талын унтаад енгереецен байхымаа шаал тэнэг,0,1
558194,orgil100,@O_8338 @Oniokoo одоо бол шаал тэнэг кино шдэ тэр vед манай улсыг байлдан дагуулсан гэхээр бас сонин,1,1
558221,m_hishigee,@buubug_anchin ямар тэнэг үг вэ ээж чинь гоёвол чи бас 1000нбаярт хүрэх гээ юу гэхүү? .,0,1
558415,orgil100,@enkhee_tz бороо ороод тэнэгтчихлээ,0,1
558467,orgil100,Яа амралтанд ирсэн чинь бороо орж тэнэгдэхийн,0,1
558581,dashka4444,"@Amarbayar_Kh hmm, teneg l bn daa",0,1
558631,orgilbatkhuyag,@artanyan @UureeMM сээгэсдуул ихэрлэдэг уул мон уу?,0,1
558640,bolortuya15,Энэ Мобиком ийм алдаатай дата эрх зарж байхаар больсон нь дээр дээ. Үе үе тасраад тэнэгтэхийн,0,1
558727,santoapartment,@galaa_biz kkk estoi t1 ylaa bna,0,1
558736,santoapartment,Argagvi l teneg ylaa ymda,0,1
558933,brizzybatuk,@aldar_51 За Ж.Энхбаяр боль2 арай ч дээ,0,1
558947,santoapartment,"T1 RT“@TDuuren: -Би 3 эхнэр сольсон хvн, эмэгтэй хvнд юу хэрэгтэй байдгийг сайн мэднэ
-Юу?
-Сайн эр хvн л хэрэгтэй байдымдаа тэдэнд...genee”",1,1
559106,bilgeebb,Манайхан чинь яасан лаг лаг машаанууд оруулаад ирцийм бэ. Муу хулгайч нар чинь лаг машинаа унах замнуудаа гоё янзлаасай,0,1
559242,mglbayas,@Ochirbat17 тийм шүү,0,1
559361,t_beack,Gym dr 38tai 2ax xuu 18tai oxid erguuleed t1tej garsan daa umnuus n ichleesh dee. Doodxoo zaxirch surmaar xumuus ix bxiim daa,0,1
559363,ss_lun,"@AHXAAP1 @uyanga8888 @tuvshinbat19 kkk odoo ch yu yum bee , odoo bolson bhaa :D",0,1
559364,icsmiky,Yag odoo hairtaiga pic.twitter.com/usZDACT9rW,3,1
559366,ss_lun,"@AHXAAP1 haayaa hiinee hiine, odoo salsaddag l bolson doo hehe @uyanga8888 @tuvshinbat19",0,1
559377,ss_lun,@AHXAAP1 @uyanga8888 @tuvshinbat19 uu haraachgui taniachgui shuu,0,1
559378,ss_lun,@AHXAAP1 @uyanga8888 @tuvshinbat19 hahaha hulduj uhetlee l bujiglesiishuu :P,0,1
559380,ss_lun,@AHXAAP1 @uyanga8888 @tuvshinbat19 haha tiimuuu? Chinggis iin hajuud hiisiishd te,0,1
559381,ss_lun,@uyanga8888 @tuvshinbat19 @ahxaap1 hahaha tiin,1,1
559382,ss_lun,@tuvshinbat19 hahaha taachlaa @ahxaap1 @uyanga8888,0,1
559383,ss_lun,@AHXAAP1 @tuvshinbat19 @uyanga8888 tataatungaadyaa :D ter chin bas eleg emchliilshd,0,1
559384,ss_lun,@tuvshinbat19 @ahxaap1 @uyanga8888 bish :) hehe,0,1
559385,ss_lun,@AHXAAP1 @tuvshinbat19 @uyanga8888 haha uguu deer uyeiin duug shinechilj duulsan duu,0,1
559386,ss_lun,"@AHXAAP1 @tuvshinbat19 @uyanga8888 zaa bur joohnii bas neg yum bii, ta hed taagaarai bas Bx iin neg duubii klip bgaa :)",1,1
559400,ss_lun,@AHXAAP1 @tuvshinbat19 @uyanga8888 hehe duu duulaad bgaan bishuu,0,1
559427,khulan29khulan,gaatai bok gartsiin bhdaa l gej bodoood l gaiahaadl ugaad bsn chini t1 usan tolgoi mahan tolgoi karmaunihaa bohiig awaagui bna shdeee.,0,1
559513,shinee_hester,Хүмүүс ернө өөрийгөө л бодох юм аа арай ч дээ,0,1
559661,gub_1981,"Сигналын орчуулга.
Дид-Жоохон уршилчих хегшеен
Дийййййд диййд-Тэнэг xvvр вэ
Бааааа...ааб бааабб-алын шvv сда минь зайлаач
Дийй....-явчаач дэ",0,1
559797,idergovi,@martahgvi @gt1174 @JournalistTemur өнгөрсөн борооны хойно цув нөмрөөд яах ч билээ. Азаргаа солих н зөв байх шүү,1,1
559897,bolortuya15,@NyamjavY энэ цахилгааны хязгаарлалт гэдэг тэнэг нэр томъёо ажил хийлгэхгүй нь ээ,0,1
559907,erdene_b7,shataj urslaa shuu har haluun hosloltoi yavah unen t1 yumaa gej,0,1
559955,davaadelger,Golomt bank sn l gdg gants ym hh gj 3 hun duudaj bval yahuu? Yoo araichdee.,0,1
560016,jaagii10,Энэ тог тасраад ямар балай юм вэ. Хязгаарлалт хийх бсан бол урьдчилж хэлэхгүй,0,1
560093,sukhee_m,"Дэвшилтэт, ендер бутээмжтэй, хэмнэлттэй зутгуур, зам засварын машинаас татгалздаг УБТЗ-н яалтай, хэзээ БУТЭЦ нь эруул болох бол! @ganaa_gts",0,1
560178,desdemona976,Nzda zundu ikh bayrlla @turiindaisan,0,1
560308,santoapartment,Xoxo shal ineedtei dagaxaar ni ergeed dagachxaar un xj t1txiin yg ymtai,0,1
